Key,RprtDt,SrvcDstrctNm,DsbltyGrpNm,AgeBnd,SuppCatg,Utlstn,PrvdrCnt
41626,30SEP2021,Central North Metro,Cerebral Palsy,55 to 64,Capacity Building,52,
41627,30SEP2021,Central North Metro,Cerebral Palsy,55 to 64,Capital,31,
41628,30SEP2021,Central North Metro,Cerebral Palsy,55 to 64,Core,73,
41745,30SEP2021,Central North Metro,Hearing Impairment,55 to 64,ALL,45,
41746,30SEP2021,Central North Metro,Hearing Impairment,55 to 64,Capacity Building,35,
41747,30SEP2021,Central North Metro,Hearing Impairment,55 to 64,Capital,3,
41748,30SEP2021,Central North Metro,Hearing Impairment,55 to 64,Core,50,
41785,30SEP2021,Central North Metro,Intellectual Disability,55 to 64,ALL,78,
41786,30SEP2021,Central North Metro,Intellectual Disability,55 to 64,Capacity Building,67,
41787,30SEP2021,Central North Metro,Intellectual Disability,55 to 64,Capital,12,
41788,30SEP2021,Central North Metro,Intellectual Disability,55 to 64,Core,82,
41825,30SEP2021,Central North Metro,Multiple Sclerosis,55 to 64,ALL,73,
41826,30SEP2021,Central North Metro,Multiple Sclerosis,55 to 64,Capacity Building,62,
41827,30SEP2021,Central North Metro,Multiple Sclerosis,55 to 64,Capital,46,
41828,30SEP2021,Central North Metro,Multiple Sclerosis,55 to 64,Core,80,
41865,30SEP2021,Central North Metro,Other,55 to 64,ALL,55,
41866,30SEP2021,Central North Metro,Other,55 to 64,Capacity Building,64,
41867,30SEP2021,Central North Metro,Other,55 to 64,Capital,13,
41868,30SEP2021,Central North Metro,Other,55 to 64,Core,57,
41905,30SEP2021,Central North Metro,Other Neurological,55 to 64,ALL,65,
41906,30SEP2021,Central North Metro,Other Neurological,55 to 64,Capacity Building,61,
41907,30SEP2021,Central North Metro,Other Neurological,55 to 64,Capital,43,
41908,30SEP2021,Central North Metro,Other Neurological,55 to 64,Core,68,
41945,30SEP2021,Central North Metro,Other Physical,55 to 64,ALL,64,
41946,30SEP2021,Central North Metro,Other Physical,55 to 64,Capacity Building,69,
41947,30SEP2021,Central North Metro,Other Physical,55 to 64,Capital,34,
41948,30SEP2021,Central North Metro,Other Physical,55 to 64,Core,70,
42025,30SEP2021,Central North Metro,Psychosocial disability,55 to 64,ALL,49,
42026,30SEP2021,Central North Metro,Psychosocial disability,55 to 64,Capacity Building,50,
42027,30SEP2021,Central North Metro,Psychosocial disability,55 to 64,Capital,34,
42028,30SEP2021,Central North Metro,Psychosocial disability,55 to 64,Core,49,
42065,30SEP2021,Central North Metro,Spinal Cord Injury,55 to 64,ALL,81,
42066,30SEP2021,Central North Metro,Spinal Cord Injury,55 to 64,Capacity Building,63,
42067,30SEP2021,Central North Metro,Spinal Cord Injury,55 to 64,Capital,62,
42068,30SEP2021,Central North Metro,Spinal Cord Injury,55 to 64,Core,85,
42105,30SEP2021,Central North Metro,Stroke,55 to 64,ALL,77,
42106,30SEP2021,Central North Metro,Stroke,55 to 64,Capacity Building,73,
42107,30SEP2021,Central North Metro,Stroke,55 to 64,Capital,48,
42108,30SEP2021,Central North Metro,Stroke,55 to 64,Core,80,
42145,30SEP2021,Central North Metro,Visual Impairment,55 to 64,ALL,75,
42146,30SEP2021,Central North Metro,Visual Impairment,55 to 64,Capacity Building,69,
42147,30SEP2021,Central North Metro,Visual Impairment,55 to 64,Capital,25,
42148,30SEP2021,Central North Metro,Visual Impairment,55 to 64,Core,83,
41509,30SEP2021,Central North Metro,ABI,65+,ALL,60,
41510,30SEP2021,Central North Metro,ABI,65+,Capacity Building,66,
41511,30SEP2021,Central North Metro,ABI,65+,Capital,31,
41512,30SEP2021,Central North Metro,ABI,65+,Core,62,
41549,30SEP2021,Central North Metro,ALL,65+,ALL,67,
41550,30SEP2021,Central North Metro,ALL,65+,Capacity Building,55,
41551,30SEP2021,Central North Metro,ALL,65+,Capital,30,
41552,30SEP2021,Central North Metro,ALL,65+,Core,71,
41789,30SEP2021,Central North Metro,Intellectual Disability,65+,ALL,80,
41790,30SEP2021,Central North Metro,Intellectual Disability,65+,Capacity Building,62,
41791,30SEP2021,Central North Metro,Intellectual Disability,65+,Capital,8,
41792,30SEP2021,Central North Metro,Intellectual Disability,65+,Core,85,
41909,30SEP2021,Central North Metro,Other Neurological,65+,ALL,53,
41910,30SEP2021,Central North Metro,Other Neurological,65+,Capacity Building,58,
41911,30SEP2021,Central North Metro,Other Neurological,65+,Capital,42,
41912,30SEP2021,Central North Metro,Other Neurological,65+,Core,53,
41949,30SEP2021,Central North Metro,Other Physical,65+,ALL,65,
41950,30SEP2021,Central North Metro,Other Physical,65+,Capacity Building,48,
41952,30SEP2021,Central North Metro,Other Physical,65+,Core,75,
42029,30SEP2021,Central North Metro,Psychosocial disability,65+,ALL,57,
42030,30SEP2021,Central North Metro,Psychosocial disability,65+,Capacity Building,56,
42032,30SEP2021,Central North Metro,Psychosocial disability,65+,Core,53,
41553,30SEP2021,Central North Metro,ALL,7 to 14,ALL,69,
41554,30SEP2021,Central North Metro,ALL,7 to 14,Capacity Building,64,
41555,30SEP2021,Central North Metro,ALL,7 to 14,Capital,37,
41556,30SEP2021,Central North Metro,ALL,7 to 14,Core,80,
41593,30SEP2021,Central North Metro,Autism,7 to 14,ALL,66,
41594,30SEP2021,Central North Metro,Autism,7 to 14,Capacity Building,64,
41595,30SEP2021,Central North Metro,Autism,7 to 14,Capital,7,
41596,30SEP2021,Central North Metro,Autism,7 to 14,Core,73,
41633,30SEP2021,Central North Metro,Cerebral Palsy,7 to 14,ALL,69,
41634,30SEP2021,Central North Metro,Cerebral Palsy,7 to 14,Capacity Building,68,
41635,30SEP2021,Central North Metro,Cerebral Palsy,7 to 14,Capital,37,
41636,30SEP2021,Central North Metro,Cerebral Palsy,7 to 14,Core,81,
41673,30SEP2021,Central North Metro,Developmental delay,7 to 14,ALL,62,
41674,30SEP2021,Central North Metro,Developmental delay,7 to 14,Capacity Building,53,
41713,30SEP2021,Central North Metro,Global developmental delay,7 to 14,ALL,84,
41714,30SEP2021,Central North Metro,Global developmental delay,7 to 14,Capacity Building,60,
41716,30SEP2021,Central North Metro,Global developmental delay,7 to 14,Core,100,
41753,30SEP2021,Central North Metro,Hearing Impairment,7 to 14,ALL,44,
41754,30SEP2021,Central North Metro,Hearing Impairment,7 to 14,Capacity Building,47,
41755,30SEP2021,Central North Metro,Hearing Impairment,7 to 14,Capital,70,
41756,30SEP2021,Central North Metro,Hearing Impairment,7 to 14,Core,31,
41793,30SEP2021,Central North Metro,Intellectual Disability,7 to 14,ALL,74,
41794,30SEP2021,Central North Metro,Intellectual Disability,7 to 14,Capacity Building,69,
41795,30SEP2021,Central North Metro,Intellectual Disability,7 to 14,Capital,38,
41796,30SEP2021,Central North Metro,Intellectual Disability,7 to 14,Core,86,
41913,30SEP2021,Central North Metro,Other Neurological,7 to 14,ALL,75,
41914,30SEP2021,Central North Metro,Other Neurological,7 to 14,Capacity Building,74,
41915,30SEP2021,Central North Metro,Other Neurological,7 to 14,Capital,73,
41916,30SEP2021,Central North Metro,Other Neurological,7 to 14,Core,76,
41993,30SEP2021,Central North Metro,Other Sensory/Speech,7 to 14,ALL,71,
41994,30SEP2021,Central North Metro,Other Sensory/Speech,7 to 14,Capacity Building,76,
41517,30SEP2021,Central North Metro,ABI,ALL,ALL,75,
41518,30SEP2021,Central North Metro,ABI,ALL,Capacity Building,65,
41519,30SEP2021,Central North Metro,ABI,ALL,Capital,29,
41520,30SEP2021,Central North Metro,ABI,ALL,Core,79,
41557,30SEP2021,Central North Metro,ALL,ALL,ALL,71,
41558,30SEP2021,Central North Metro,ALL,ALL,Capacity Building,60,
41559,30SEP2021,Central North Metro,ALL,ALL,Capital,37,
41560,30SEP2021,Central North Metro,ALL,ALL,Core,76,
41597,30SEP2021,Central North Metro,Autism,ALL,ALL,68,
41598,30SEP2021,Central North Metro,Autism,ALL,Capacity Building,60,
41599,30SEP2021,Central North Metro,Autism,ALL,Capital,12,
41600,30SEP2021,Central North Metro,Autism,ALL,Core,74,
41637,30SEP2021,Central North Metro,Cerebral Palsy,ALL,ALL,78,
41638,30SEP2021,Central North Metro,Cerebral Palsy,ALL,Capacity Building,68,
41639,30SEP2021,Central North Metro,Cerebral Palsy,ALL,Capital,40,
41640,30SEP2021,Central North Metro,Cerebral Palsy,ALL,Core,84,
41677,30SEP2021,Central North Metro,Developmental delay,ALL,ALL,73,
41678,30SEP2021,Central North Metro,Developmental delay,ALL,Capacity Building,63,
41679,30SEP2021,Central North Metro,Developmental delay,ALL,Capital,23,
41680,30SEP2021,Central North Metro,Developmental delay,ALL,Core,100,
41717,30SEP2021,Central North Metro,Global developmental delay,ALL,ALL,72,
41718,30SEP2021,Central North Metro,Global developmental delay,ALL,Capacity Building,64,
41719,30SEP2021,Central North Metro,Global developmental delay,ALL,Capital,40,
41720,30SEP2021,Central North Metro,Global developmental delay,ALL,Core,100,
41757,30SEP2021,Central North Metro,Hearing Impairment,ALL,ALL,46,
41758,30SEP2021,Central North Metro,Hearing Impairment,ALL,Capacity Building,43,
41759,30SEP2021,Central North Metro,Hearing Impairment,ALL,Capital,57,
41760,30SEP2021,Central North Metro,Hearing Impairment,ALL,Core,48,
41797,30SEP2021,Central North Metro,Intellectual Disability,ALL,ALL,76,
41798,30SEP2021,Central North Metro,Intellectual Disability,ALL,Capacity Building,60,
41799,30SEP2021,Central North Metro,Intellectual Disability,ALL,Capital,24,
41800,30SEP2021,Central North Metro,Intellectual Disability,ALL,Core,81,
41837,30SEP2021,Central North Metro,Multiple Sclerosis,ALL,ALL,68,
41838,30SEP2021,Central North Metro,Multiple Sclerosis,ALL,Capacity Building,61,
41839,30SEP2021,Central North Metro,Multiple Sclerosis,ALL,Capital,44,
41840,30SEP2021,Central North Metro,Multiple Sclerosis,ALL,Core,74,
41877,30SEP2021,Central North Metro,Other,ALL,ALL,52,
41878,30SEP2021,Central North Metro,Other,ALL,Capacity Building,63,
41879,30SEP2021,Central North Metro,Other,ALL,Capital,22,
41880,30SEP2021,Central North Metro,Other,ALL,Core,53,
41917,30SEP2021,Central North Metro,Other Neurological,ALL,ALL,72,
41918,30SEP2021,Central North Metro,Other Neurological,ALL,Capacity Building,64,
41919,30SEP2021,Central North Metro,Other Neurological,ALL,Capital,48,
41920,30SEP2021,Central North Metro,Other Neurological,ALL,Core,76,
41957,30SEP2021,Central North Metro,Other Physical,ALL,ALL,60,
41958,30SEP2021,Central North Metro,Other Physical,ALL,Capacity Building,59,
41959,30SEP2021,Central North Metro,Other Physical,ALL,Capital,37,
41960,30SEP2021,Central North Metro,Other Physical,ALL,Core,66,
41997,30SEP2021,Central North Metro,Other Sensory/Speech,ALL,ALL,73,
41998,30SEP2021,Central North Metro,Other Sensory/Speech,ALL,Capacity Building,77,
42037,30SEP2021,Central North Metro,Psychosocial disability,ALL,ALL,57,
42038,30SEP2021,Central North Metro,Psychosocial disability,ALL,Capacity Building,51,
42039,30SEP2021,Central North Metro,Psychosocial disability,ALL,Capital,20,
42040,30SEP2021,Central North Metro,Psychosocial disability,ALL,Core,56,
42077,30SEP2021,Central North Metro,Spinal Cord Injury,ALL,ALL,83,
42078,30SEP2021,Central North Metro,Spinal Cord Injury,ALL,Capacity Building,61,
42079,30SEP2021,Central North Metro,Spinal Cord Injury,ALL,Capital,58,
42080,30SEP2021,Central North Metro,Spinal Cord Injury,ALL,Core,90,
42117,30SEP2021,Central North Metro,Stroke,ALL,ALL,75,
42118,30SEP2021,Central North Metro,Stroke,ALL,Capacity Building,67,
42119,30SEP2021,Central North Metro,Stroke,ALL,Capital,36,
42120,30SEP2021,Central North Metro,Stroke,ALL,Core,80,
42157,30SEP2021,Central North Metro,Visual Impairment,ALL,ALL,66,
42158,30SEP2021,Central North Metro,Visual Impairment,ALL,Capacity Building,56,
42159,30SEP2021,Central North Metro,Visual Impairment,ALL,Capital,36,
42160,30SEP2021,Central North Metro,Visual Impairment,ALL,Core,73,
42201,30SEP2021,Central South Metro,ALL,0 to 6,ALL,68,
42202,30SEP2021,Central South Metro,ALL,0 to 6,Capacity Building,66,
42203,30SEP2021,Central South Metro,ALL,0 to 6,Capital,42,
42204,30SEP2021,Central South Metro,ALL,0 to 6,Core,80,
42241,30SEP2021,Central South Metro,Autism,0 to 6,ALL,69,
42242,30SEP2021,Central South Metro,Autism,0 to 6,Capacity Building,69,
42243,30SEP2021,Central South Metro,Autism,0 to 6,Capital,56,
42244,30SEP2021,Central South Metro,Autism,0 to 6,Core,69,
42281,30SEP2021,Central South Metro,Cerebral Palsy,0 to 6,ALL,69,
42282,30SEP2021,Central South Metro,Cerebral Palsy,0 to 6,Capacity Building,67,
42283,30SEP2021,Central South Metro,Cerebral Palsy,0 to 6,Capital,48,
42284,30SEP2021,Central South Metro,Cerebral Palsy,0 to 6,Core,78,
42321,30SEP2021,Central South Metro,Developmental delay,0 to 6,ALL,59,
42322,30SEP2021,Central South Metro,Developmental delay,0 to 6,Capacity Building,61,
42323,30SEP2021,Central South Metro,Developmental delay,0 to 6,Capital,26,
42324,30SEP2021,Central South Metro,Developmental delay,0 to 6,Core,51,
42361,30SEP2021,Central South Metro,Global developmental delay,0 to 6,ALL,71,
42362,30SEP2021,Central South Metro,Global developmental delay,0 to 6,Capacity Building,66,
42363,30SEP2021,Central South Metro,Global developmental delay,0 to 6,Capital,49,
42364,30SEP2021,Central South Metro,Global developmental delay,0 to 6,Core,89,
42401,30SEP2021,Central South Metro,Hearing Impairment,0 to 6,ALL,39,
42402,30SEP2021,Central South Metro,Hearing Impairment,0 to 6,Capacity Building,42,
42403,30SEP2021,Central South Metro,Hearing Impairment,0 to 6,Capital,1,
42404,30SEP2021,Central South Metro,Hearing Impairment,0 to 6,Core,36,
42441,30SEP2021,Central South Metro,Intellectual Disability,0 to 6,ALL,80,
42442,30SEP2021,Central South Metro,Intellectual Disability,0 to 6,Capacity Building,76,
42443,30SEP2021,Central South Metro,Intellectual Disability,0 to 6,Capital,18,
42444,30SEP2021,Central South Metro,Intellectual Disability,0 to 6,Core,97,
42205,30SEP2021,Central South Metro,ALL,15 to 18,ALL,68,
42206,30SEP2021,Central South Metro,ALL,15 to 18,Capacity Building,49,
42207,30SEP2021,Central South Metro,ALL,15 to 18,Capital,58,
42208,30SEP2021,Central South Metro,ALL,15 to 18,Core,82,
42245,30SEP2021,Central South Metro,Autism,15 to 18,ALL,69,
42246,30SEP2021,Central South Metro,Autism,15 to 18,Capacity Building,49,
42247,30SEP2021,Central South Metro,Autism,15 to 18,Capital,14,
42248,30SEP2021,Central South Metro,Autism,15 to 18,Core,88,
42285,30SEP2021,Central South Metro,Cerebral Palsy,15 to 18,ALL,85,
42286,30SEP2021,Central South Metro,Cerebral Palsy,15 to 18,Capacity Building,64,
42288,30SEP2021,Central South Metro,Cerebral Palsy,15 to 18,Core,89,
42405,30SEP2021,Central South Metro,Hearing Impairment,15 to 18,ALL,43,
42406,30SEP2021,Central South Metro,Hearing Impairment,15 to 18,Capacity Building,45,
42408,30SEP2021,Central South Metro,Hearing Impairment,15 to 18,Core,36,
42445,30SEP2021,Central South Metro,Intellectual Disability,15 to 18,ALL,63,
42446,30SEP2021,Central South Metro,Intellectual Disability,15 to 18,Capacity Building,49,
42447,30SEP2021,Central South Metro,Intellectual Disability,15 to 18,Capital,34,
42448,30SEP2021,Central South Metro,Intellectual Disability,15 to 18,Core,75,
42565,30SEP2021,Central South Metro,Other Neurological,15 to 18,ALL,63,
42566,30SEP2021,Central South Metro,Other Neurological,15 to 18,Capacity Building,46,
42568,30SEP2021,Central South Metro,Other Neurological,15 to 18,Core,67,
42209,30SEP2021,Central South Metro,ALL,19 to 24,ALL,71,
42210,30SEP2021,Central South Metro,ALL,19 to 24,Capacity Building,50,
42211,30SEP2021,Central South Metro,ALL,19 to 24,Capital,42,
42212,30SEP2021,Central South Metro,ALL,19 to 24,Core,80,
42249,30SEP2021,Central South Metro,Autism,19 to 24,ALL,71,
42250,30SEP2021,Central South Metro,Autism,19 to 24,Capacity Building,47,
42251,30SEP2021,Central South Metro,Autism,19 to 24,Capital,2,
42252,30SEP2021,Central South Metro,Autism,19 to 24,Core,83,
42289,30SEP2021,Central South Metro,Cerebral Palsy,19 to 24,ALL,70,
42290,30SEP2021,Central South Metro,Cerebral Palsy,19 to 24,Capacity Building,65,
42291,30SEP2021,Central South Metro,Cerebral Palsy,19 to 24,Capital,38,
42292,30SEP2021,Central South Metro,Cerebral Palsy,19 to 24,Core,75,
42409,30SEP2021,Central South Metro,Hearing Impairment,19 to 24,ALL,52,
42410,30SEP2021,Central South Metro,Hearing Impairment,19 to 24,Capacity Building,45,
42412,30SEP2021,Central South Metro,Hearing Impairment,19 to 24,Core,56,
42449,30SEP2021,Central South Metro,Intellectual Disability,19 to 24,ALL,72,
42450,30SEP2021,Central South Metro,Intellectual Disability,19 to 24,Capacity Building,50,
42451,30SEP2021,Central South Metro,Intellectual Disability,19 to 24,Capital,13,
42452,30SEP2021,Central South Metro,Intellectual Disability,19 to 24,Core,79,
42569,30SEP2021,Central South Metro,Other Neurological,19 to 24,ALL,74,
42570,30SEP2021,Central South Metro,Other Neurological,19 to 24,Capacity Building,59,
42572,30SEP2021,Central South Metro,Other Neurological,19 to 24,Core,78,
42609,30SEP2021,Central South Metro,Other Physical,19 to 24,ALL,59,
42610,30SEP2021,Central South Metro,Other Physical,19 to 24,Capacity Building,57,
42612,30SEP2021,Central South Metro,Other Physical,19 to 24,Core,61,
42689,30SEP2021,Central South Metro,Psychosocial disability,19 to 24,ALL,58,
42690,30SEP2021,Central South Metro,Psychosocial disability,19 to 24,Capacity Building,54,
42692,30SEP2021,Central South Metro,Psychosocial disability,19 to 24,Core,60,
42173,30SEP2021,Central South Metro,ABI,25 to 34,ALL,59,
42174,30SEP2021,Central South Metro,ABI,25 to 34,Capacity Building,51,
42176,30SEP2021,Central South Metro,ABI,25 to 34,Core,63,
42213,30SEP2021,Central South Metro,ALL,25 to 34,ALL,76,
42214,30SEP2021,Central South Metro,ALL,25 to 34,Capacity Building,53,
42215,30SEP2021,Central South Metro,ALL,25 to 34,Capital,35,
42216,30SEP2021,Central South Metro,ALL,25 to 34,Core,82,
42253,30SEP2021,Central South Metro,Autism,25 to 34,ALL,77,
42254,30SEP2021,Central South Metro,Autism,25 to 34,Capacity Building,50,
42255,30SEP2021,Central South Metro,Autism,25 to 34,Capital,5,
42256,30SEP2021,Central South Metro,Autism,25 to 34,Core,84,
42293,30SEP2021,Central South Metro,Cerebral Palsy,25 to 34,ALL,88,
42294,30SEP2021,Central South Metro,Cerebral Palsy,25 to 34,Capacity Building,57,
42295,30SEP2021,Central South Metro,Cerebral Palsy,25 to 34,Capital,50,
42296,30SEP2021,Central South Metro,Cerebral Palsy,25 to 34,Core,94,
42413,30SEP2021,Central South Metro,Hearing Impairment,25 to 34,ALL,19,
42414,30SEP2021,Central South Metro,Hearing Impairment,25 to 34,Capacity Building,17,
42415,30SEP2021,Central South Metro,Hearing Impairment,25 to 34,Capital,19,
42416,30SEP2021,Central South Metro,Hearing Impairment,25 to 34,Core,20,
42453,30SEP2021,Central South Metro,Intellectual Disability,25 to 34,ALL,78,
42454,30SEP2021,Central South Metro,Intellectual Disability,25 to 34,Capacity Building,54,
42455,30SEP2021,Central South Metro,Intellectual Disability,25 to 34,Capital,11,
42456,30SEP2021,Central South Metro,Intellectual Disability,25 to 34,Core,83,
42573,30SEP2021,Central South Metro,Other Neurological,25 to 34,ALL,73,
42574,30SEP2021,Central South Metro,Other Neurological,25 to 34,Capacity Building,62,
42575,30SEP2021,Central South Metro,Other Neurological,25 to 34,Capital,36,
42576,30SEP2021,Central South Metro,Other Neurological,25 to 34,Core,79,
42613,30SEP2021,Central South Metro,Other Physical,25 to 34,ALL,72,
42614,30SEP2021,Central South Metro,Other Physical,25 to 34,Capacity Building,55,
42615,30SEP2021,Central South Metro,Other Physical,25 to 34,Capital,100,
42616,30SEP2021,Central South Metro,Other Physical,25 to 34,Core,70,
42693,30SEP2021,Central South Metro,Psychosocial disability,25 to 34,ALL,64,
42694,30SEP2021,Central South Metro,Psychosocial disability,25 to 34,Capacity Building,48,
42696,30SEP2021,Central South Metro,Psychosocial disability,25 to 34,Core,68,
42177,30SEP2021,Central South Metro,ABI,35 to 44,ALL,83,
42178,30SEP2021,Central South Metro,ABI,35 to 44,Capacity Building,59,
42180,30SEP2021,Central South Metro,ABI,35 to 44,Core,88,
42217,30SEP2021,Central South Metro,ALL,35 to 44,ALL,72,
42218,30SEP2021,Central South Metro,ALL,35 to 44,Capacity Building,56,
42219,30SEP2021,Central South Metro,ALL,35 to 44,Capital,41,
42220,30SEP2021,Central South Metro,ALL,35 to 44,Core,77,
42257,30SEP2021,Central South Metro,Autism,35 to 44,ALL,82,
42258,30SEP2021,Central South Metro,Autism,35 to 44,Capacity Building,56,
42260,30SEP2021,Central South Metro,Autism,35 to 44,Core,89,
42297,30SEP2021,Central South Metro,Cerebral Palsy,35 to 44,ALL,86,
42298,30SEP2021,Central South Metro,Cerebral Palsy,35 to 44,Capacity Building,78,
